Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long
136,2017.06.07,2017,Unprovoked,United Kingdom,South Devon,Bantham Beach,Surfing,M,30,"Bruise to leg, cuts to hand sustained when he hit the shark",N,10:00," shark, probably smooth hound",0,,Jun,GB,EU,54.7023545,-3.2765753
137,2017.06.04,2017,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,,Laceration to shin,N,10:00, shark,0,,Jun,US,,39.7837304,-100.445882
138,2017.06.02,2017,Unprovoked,Bahamas,New Providence ,Athol Island,Snorkeling,F,32,Right forearm severed ,N,S:ortly before 12:00,Tiger shark,0,tiger shark,Jun,BS,,24.7736546,-78.0000547
139,2017.05.30,2017,Provoked,USA,South Carolina,"Awendaw, Charleston County",Touching,F,20,Right hand bitten by hooked shark PROVOKED INCIDENT,N,S:ortly before 12:00, shark,0,,May,US,,39.7837304,-100.445882
140,2017.05.28,2017,Unprovoked,USA,Florida,Off Jupiter,Feeding,M,,Lacerations to right arm,N,08:30,Tiger shark,0,tiger shark,May,US,,39.7837304,-100.445882
141,2017.05.27,2017,Invalid,Australia,New South Wales,Evans Head,Fishing,M,73,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,N,08:30,Unknown,0,,May,AU,OC,-24.7761086,134.755
142,2017.05.12,2017,Unprovoked,United Arab Emirates,"Sharjah, ",Khor Fakkan,Spearfishing,M,41,Right leg severely bitten,N,08:30,Unknown,0,,May,AE,AS,24.0002488,53.9994829
143,2017.05.06,2017,Provoked,Australia,Queensland,Weipa,Attempting,M,29,Thigh nipped PROVOKED INCIDENT,N,08:30, shark,0,,May,AU,OC,-24.7761086,134.755
144,2017.05.06,2017,Unprovoked,Mexico,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,33,FATAL,Y,17:00,Unknown,1,,May,MX,,22.5000485,-100.000037
145,2017.05.03,2017,Invalid,USA,California,"Sunset Beach, Orange County",Surfing,F,18,"Laceration to thigh, likely caused by surfboard fin",Unknown,14:30,Shark involvement highly doubtful,0,,May,US,,39.7837304,-100.445882
146,2017.04.29,2017,Unprovoked,USA,California,"San Onofre, San Diego County ",Swimming,F,,Major injury to posterior thigh,N,17:34,Unknown,0,,Apr,US,,39.7837304,-100.445882
147,2017.04.29,2017,Unprovoked,South Africa,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,14,Minor injury to right calf,N,17:10,Unknown,0,,Apr,ZA,AF,-28.8166236,24.991639
148,2017.04.29,2017,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,F,33,Left foot bitten,N,11:00,Unknown,0,,Apr,US,,39.7837304,-100.445882
149,2017.04.29,2017,Unprovoked,Reunion,Saint-Leu,Pointe au Sal,Surfing,M,28,FATAL,Y,11:15,Unknown,1,,Apr,Unknown,Unknown,-21.1309332,55.5265771
150,2017.04.27,2017,Unprovoked,New Zealand,South Island,"Porpoise Bay, Catlins",Surfing,F,20s,Puncture wounds & laceration above knee,N,14:00,Unknown,0,,Apr,NZ,OC,-41.5000831,172.8344077
151,2017.04.26,2017,Invalid,USA,Florida,,Photo,F,,Alleged laceration to left ankle,Unknown,14:00,No shark invovlement - it ws publicity stunt,0,,Apr,US,,39.7837304,-100.445882
152,2017.04.22,2017,Unprovoked,"Saint Helena, Ascension and Tristan da Cunha",Ascension Island,English Bay,Snorkeling,F,40,Calf & foot bitten,N,16:00,Unknown,0,,Apr,SH,AF,-15.96545515,-5.702575637953244
153,2017.04.20,2017,Invalid,USA,South Carolina,Georgetown County,Swimming,M,,Laceration & puncture wounds to left foot,Unknown,08:50,Shark involvement not confirmed,0,,Apr,US,,39.7837304,-100.445882
154,2017.04.17,2017,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Unknown,Unknown,,Minor bite to the foot,N,18:30,Unknown,0,,Apr,US,,39.7837304,-100.445882
155,2017.04.17,2017,Unprovoked,Australia,Western Australia,Kelpies near Wylie Bay,Surfing,F,17,FATAL,Y,16:00,White shark,1,white shark,Apr,AU,OC,-24.7761086,134.755
156,2017.04.14,2017,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,28,Lower right leg severely injured,N,09:00,"Tiger shark, '",0,tiger shark,Apr,US,,39.7837304,-100.445882
157,2017.04.13,2017,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,17,Lacerations to right foot,N,13:30,Unknown,0,,Apr,US,,39.7837304,-100.445882
158,2017.04.12,2017,Unprovoked,USA,Florida,St. Augustine,Surfing,F,,Lacerations to right foot,N,13:45,Unknown,0,,Apr,US,,39.7837304,-100.445882
159,2017.04.12,2017,Invalid,South Africa,KwaZulu-Natal,Protea Banks,Diving,M,68,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",Unknown,13:45,Shark involvement prior death not confirmed,1,,Apr,ZA,AF,-28.8166236,24.991639
160,2017.04.11,2017,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,35,Calf bitten,N,16:00,Unknown,0,,Apr,US,,39.7837304,-100.445882
161,2017.04.10,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,F,10,Laceration to calf,N,17:45,Unknown,0,,Apr,US,,39.7837304,-100.445882
162,2017.04.10,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,21,Minor injury to left hand,N,17:00,Unknown,0,,Apr,US,,39.7837304,-100.445882
163,2017.04.06,2017,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,16,Foot injured,N,17:00,Unknown,0,,Apr,US,,39.7837304,-100.445882
164,2017.04.05,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,51,"Thigh nipped, minor injury",N,13:00,Unknown,0,,Apr,US,,39.7837304,-100.445882
165,2017.04.02,2017,Unprovoked,Australia,Queensland,Moreton Bay,Kakaying,M,39,"No injury, shark bit off stern of kayak",N,18:30,Unknown,0,,Apr,AU,OC,-24.7761086,134.755
166,2017.04.02,2017,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,17,Lacerations to thighs,N,15:00,"Bull shark,  ",0,bull shark,Apr,US,,39.7837304,-100.445882
167,2017.03.27,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,58,Minor injury to left foot,N,10:00,Unknown,0,,Mar,US,,39.7837304,-100.445882
168,2017.03.19,2017,Unprovoked,Australia,New South Wales,The Farm,Surfing,M,30,Minor,N,18:30,Unknown,0,,Mar,AU,OC,-24.7761086,134.755
169,2017.03.18,2017,Boat,USA,California,Monterey Bay,Kayaking,M,,"No injury, kayak bitten",N,14:30,White shark,0,white shark,Mar,US,,39.7837304,-100.445882
170,2017.03.11,2017,Unprovoked,Philippines,Luzon Island,"Villamar, Caoayan",Spearfishing,M,25,Right thigh injured ,N,14:30,shark,0,,Mar,PH,AS,12.7503486,122.7312101
171,2017.03.09,2017,Unprovoked,Bahamas,Great Exuma,,Washing,M,58,Abrasions & lacerations to left leg and hand,N,14:30,Lemon shark,0,lemon shark,Mar,BS,,24.7736546,-78.0000547
172,2017.02.25,2017,Unprovoked,Australia,Western Australia,Mauds Point,Snorkeling,F,,Hand bitten,N,08:30,"Bull shark, 5",0,bull shark,Feb,AU,OC,-24.7761086,134.755
173,2017.02.24,2017,Unprovoked,Australia,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,,"No injury, shark struck board",N,08:30,Unknown,0,,Feb,AU,OC,-24.7761086,134.755
174,2017.02.21,2017,Unprovoked,Reunion,Saint-Andre,,Surfing,M,26,Fatal,Y,09:30,Unknown,1,,Feb,Unknown,Unknown,-21.1309332,55.5265771
175,2017.02.17,2017,Unprovoked,Australia,Queensland,Eva Rock,Spearfishing,M,26,Left leg severely bitten,N,10:20,Unknown,0,,Feb,AU,OC,-24.7761086,134.755
176,2017.02.11,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,22,Injury to hand,N,13:30,Unknown,0,,Feb,US,,39.7837304,-100.445882
177,2017.02.06,2017,Provoked,Brazil,Pernambuco,Fernando de Noronha Marine Park,Grabbing,F,,"Minor injury to finger, PROVOKED INCIDENT",N,18:30,Lemon shark pup,0,lemon shark,Feb,BR,SA,-10.3333333,-53.2
178,2017.02.06,2017,Boat,South Africa,KwaZulu-Natal,Eastmoor Crescent Beach,Kayaking,M,,"Shark damaged kayak, no injury to occupant",N,18:30,Tiger shark,0,tiger shark,Feb,ZA,AF,-28.8166236,24.991639
179,2017.02.01,2017,Boat,USA,South Carolina,16 miles off Hilton Head,Tagging,Unknown,,"Shark bit boat, no injury to occupants",N,18:30,"White shark, female, '",0,white shark,Feb,US,,39.7837304,-100.445882
180,2017.02.01,2017,Unprovoked,Bahamas,Bimini,,Diving,M,37,Lacerations to upper right arm,N,18:30,Caribbean reef shark,0,caribbean reef shark,Feb,BS,,24.7736546,-78.0000547
181,2017.01.24,2017,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Swimming,M,21,Minor laceration to ring finger,N,13:20,Unknown,0,,Jan,BR,SA,-10.3333333,-53.2
182,2017.01.22,2017,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Unknown,M,Teen,Puncture wounds to lower arm or hand,N,14:00,Unknown,0,,Jan,US,,39.7837304,-100.445882
183,2017.01.21,2017,Unprovoked,Australia,Queensland,"Boot Reef, Torres Strait",Diving,M,55,"Multiple injuries to arm, wrist and torso",N,12:00,"Bull shark,",0,bull shark,Jan,AU,OC,-24.7761086,134.755
184,2017.01.13,2017,Unprovoked,Australia,Queensland,Clairview,Swimming,M,57,Injury to hand,N,13:30,Unknown,0,,Jan,AU,OC,-24.7761086,134.755
185,2017.01.13,2017,Unprovoked,USA,Florida,Jensen Beach,Unknown,M,,Minor injury to hand,N,08:30,Unknown,0,,Jan,US,,39.7837304,-100.445882
186,2017.01.09,2017,Unprovoked,Indonesia,Bali,Balian Beach,Surfing,M,48,Injury to right wrist & forearm,N,07:30,"Bull shark,",0,bull shark,Jan,ID,AS,-2.4833826,117.8902853
187,2017.01.08,2017,Invalid,Australia,Queensland,,Spearfishing,M,35,"No attack, shark made a threat display",Unknown,07:30,Bull shark,0,bull shark,Jan,AU,OC,-24.7761086,134.755
188,2017.01.05,2017,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,47,Minor injuries to foot,N,12:30,Unknown,0,,Jan,US,,39.7837304,-100.445882
189,2017.01.03,2017,Invalid,Australia,New South Wales,Merimbula,Wading,M,20,Minor injuries to foot & toes,Unknown,18:00,Shark involvement not confirmed,0,,Jan,AU,OC,-24.7761086,134.755
190,2016.12.27,2016,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,N,17:00,Unknown,0,,Dec,US,,39.7837304,-100.445882
191,2016.12.24,2016,Unprovoked,Australia,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,,Buttock bitten,N,08:30,small shark,0,,Dec,AU,OC,-24.7761086,134.755
192,2016.12.19,2016,Unprovoked,South Africa,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surfing,M,55,"No injury, but ski severely damaged",N,07:00,"White shark,",0,white shark,Dec,ZA,AF,-28.8166236,24.991639
193,2016.12.14,2016,Unprovoked,Australia,Western Australia,Trigg Beach,Free,M,61,Punctures to left foot/ankle,N,09:30,Unknown,0,,Dec,AU,OC,-24.7761086,134.755
194,2016.12.11,2016,Unprovoked,French Polynesia,Tuamotos,Takapoto Atoll,Fishing,M,40s,Hand injured?,N,09:30,Unknown,0,,Dec,PF,OC,-16.03442485,-146.0490931059517
195,2016.12.11,2016,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,Unknown,18:30,Shark involvement not confirmed,0,,Dec,US,,39.7837304,-100.445882
196,2016.12.06,2016,Provoked,Australia,New South Wales,Merimbula,Surfing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,02:00,"Wobbegong shark, ",0,wobbegong shark,Dec,AU,OC,-24.7761086,134.755
197,2016.12.01,2016,Unprovoked,Australia,New South Wales,Booti Booti National Park,Surfing,M,65,Injuries to foot & arm,N,09:00,White shark,0,white shark,Dec,AU,OC,-24.7761086,134.755
198,2016.11.28,2016,Provoked,Australia,Victoria,Queenscliff,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,11:00,"Broadnose sevengill shark,",0,,Nov,AU,OC,-24.7761086,134.755
199,2016.11.14,2016,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Bathing,F,58,Injuries to right calf and thigh,N,10:30,Tiger shark,0,tiger shark,Nov,US,,39.7837304,-100.445882
200,2016.10.30,2016,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,41,Lacerations to right foot and ankle,N,18:30,Unknown,0,,Oct,US,,39.7837304,-100.445882
201,2016.10.29,2016,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,42,Lacerations to right hand,N,18:30,Unknown,0,,Oct,US,,39.7837304,-100.445882
202,2016.10.24,2016,Unprovoked,Australia,New South Wales,Broken Head Beach,Surfing,M,36,Lacerations to left thigh,N,07:30,Unknown,0,,Oct,AU,OC,-24.7761086,134.755
203,2016.10.21,2016,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,36,Left arm and leg injured,N,17:00,  shark,0,,Oct,US,,39.7837304,-100.445882
204,2016.10.15,2016,Unprovoked,Australia,Queensland,"Kings Beach, Caloundra",Surfing,M,,Torso nipped,N,18:00,Unknown,0,,Oct,AU,OC,-24.7761086,134.755
205,2016.10.14,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,Injuries to left calf,N,09:50,Unknown,0,,Oct,US,,39.7837304,-100.445882
206,2016.10.13,2016,Invalid,Mexico,Unknown,Guadalupe Island,Cage,M,,"Shark breached cage, no injury to diver",Unknown,09:50,White shark,0,white shark,Oct,MX,,22.5000485,-100.000037
207,2016.10.12,2016,Unprovoked,Australia,New South Wales,"Sharpes Beach, Ballina",Surfing,M,25,Minor wound to lower right leg & surfboard bitten,N,10:30,Unknown,0,,Oct,AU,OC,-24.7761086,134.755
208,2016.10.10,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,Wounds to upper thigh and lower leg,N,16:00,Unknown,0,,Oct,US,,39.7837304,-100.445882
209,2016.10.02,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cuts to dorsal surface of left foot,N,11:30,Unknown,0,,Oct,US,,39.7837304,-100.445882
210,2016.10.01,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfingng,M,32,Minor injuries,N,17:30,Unknown,0,,Oct,US,,39.7837304,-100.445882
211,2016.09.26,2016,Unprovoked,Australia,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,17,4 deep lacerations to thigh,N,9:00,"White shark,",0,white shark,Sep,AU,OC,-24.7761086,134.755
212,2016.09.18,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Minor injury to thigh,N,13:00,Unknown,0,,Sep,US,,39.7837304,-100.445882
213,2016.09.18,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,36,Lacerations to hands,N,11:00,Unknown,0,,Sep,US,,39.7837304,-100.445882
214,2016.09.18,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43,Lacerations to lower leg,N,10:43,Unknown,0,,Sep,US,,39.7837304,-100.445882
215,2016.09.17,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,"No injury, board bitten",N,After noon,Unknown,0,,Sep,US,,39.7837304,-100.445882
216,2016.09.17,2016,Unprovoked,Australia,Victoria,Thirteenth Beach,Surfing,M,,Struck by fin on chest & leg,N,After noon,Unknown,0,,Sep,AU,OC,-24.7761086,134.755
217,2016.09.15,2016,Unprovoked,Australia,Victoria,Bells Beach,Surfing,M,,No injury: Knocked off board by shark,N,After noon,shark,0,,Sep,AU,OC,-24.7761086,134.755
218,2016.09.15,2016,Boat,Australia,Western Australia,Bunbury,Fishing,Unknown,,Shark rammed boat. No injury to occupant,N,After noon,Unknown,0,,Sep,AU,OC,-24.7761086,134.755
219,2016.09.11,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,60s,Minor injury to arm,N,15:15, shark,0,,Sep,US,,39.7837304,-100.445882
220,2016.09.07,2016,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,F,51,Severe lacerations to shoulder & forearm,N,14:30,"Tiger shark, '",0,tiger shark,Sep,US,,39.7837304,-100.445882
221,2016.09.06,2016,Unprovoked,New Caledonia,North Province,Koumac,Kite,M,50,FATAL,Y,15:40,Unknown,1,,Sep,NC,OC,-21.3019905,165.4880773
222,2016.09.05,2016,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie,F,12,Lacerations & punctures to lower right leg,N,19:30,Unknown,0,,Sep,US,,39.7837304,-100.445882
223,2016.09.05,2016,Unprovoked,Australia,Western Australia,Injidup ,Surfing,M,,"No inury, board broken in half by shark",N,19:30,Unknown,0,,Sep,AU,OC,-24.7761086,134.755
224,2016.09.04,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,9,Foot bitten,N,19:30,Unknown,0,,Sep,US,,39.7837304,-100.445882
225,2016.09.01,2016,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,22,Two toes broken & lacerated,N,19:30,"White shark,  '",0,white shark,Sep,US,,39.7837304,-100.445882
226,2016.09.00,2016,Invalid,Mexico,Unknown,Guadalupe Island,Cage,Unknown,,"No injury to divers, white shark breached cage",Unknown,19:30,Invalid,0,,Sep,MX,,22.5000485,-100.000037
227,2016.08.29,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,25,Lacerations to right foot,N,15:00,"Bull shark, ",0,bull shark,Aug,US,,39.7837304,-100.445882
228,2016.08.29,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,Minor injury to ankle,N,14:00,Unknown,0,,Aug,US,,39.7837304,-100.445882
229,2016.08.27,2016,Unprovoked,Reunion,Unknown,Boucan Canot,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,17:00,"Bull shark,",0,bull shark,Aug,Unknown,Unknown,-21.1309332,55.5265771
230,2016.08.25,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,Minor injury to ankle,N,16:00,Unknown,0,,Aug,US,,39.7837304,-100.445882
231,2016.08.07,2016,Unprovoked,Bahamas,New Providence Island,Nassau,Snorkeling,M,15,Lacerations to left leg,N,16:00,Unknown,0,,Aug,BS,,24.7736546,-78.0000547
232,2016.08.06,2016,Unprovoked,USA,Hawaii,Maui,SUP,M,21,"No inury, shark & board collided",N,16:30,"Tiger shark, ",0,tiger shark,Aug,US,,39.7837304,-100.445882
233,2016.08.04,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Big toe bitten,N,16:30,Blacktip shark,0,blacktip shark,Aug,US,,39.7837304,-100.445882
234,2016.07.29,2016,Unprovoked,Spain,Alicante Province,Arenales del Sol,Swimming,M,40,Lacerations to right hand,N,11:30,Blue shark,0,blue shark,Jul,ES,EU,39.3260685,-4.8379791
235,2016.07.28,2016,Unprovoked,China,Hong Kong,,Swimming,M,72,Lacerations to leg,N,11:30,Unknown,0,,Jul,CN,AS,35.000074,104.999927
236,2016.07.28,2016,Boat,Australia,Western Australia,Near Albany,Kayaking,M,,"No injury, shark nudged kayak repeatedly",N,11:30,White shark,0,white shark,Jul,AU,OC,-24.7761086,134.755
237,2016.07.27,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,N,11:30,"Nurse shark, ",0,nurse shark,Jul,US,,39.7837304,-100.445882
238,2016.07.26,2016,Unprovoked,Australia,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,12:00,Unknown,0,,Jul,AU,OC,-24.7761086,134.755
239,2016.07.24,2016,Unprovoked,Japan,Kochi Prefecture,Irino Beach,Surfing,M,29,Lacerations to left leg,N,19:05,Unknown,0,,Jul,JP,AS,36.5748441,139.2394179
240,2016.07.23,2016,Unprovoked,Australia,Tasmania,Clifton Beach,Surfing,M,36,Calf bumped but no injury,N,19:05,Unknown,0,,Jul,AU,OC,-24.7761086,134.755
241,2016.07.23,2016,Unprovoked,Bahamas,Abaco Islands,Green Turtle Cay,Spearfishing,M,,Lacerations to face and right leg,N,19:05,"Bull shark, ",0,bull shark,Jul,BS,,24.7736546,-78.0000547
242,2016.07.20,2016,Provoked,Australia,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,After noon,"reef shark, ",0,,Jul,AU,OC,-24.7761086,134.755
243,2016.07.17,2016,Boat,USA,Alabama,8 miles off Mobile,Fishing,Unknown,,"No injury, shark bit trolling motor",N,After noon,"Tiger shark, ",0,tiger shark,Jul,US,,39.7837304,-100.445882
244,2016.07.16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,9,Minor injury to leg,N,1300,Unknown,0,,Jul,US,,39.7837304,-100.445882
245,2016.07.16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,F,11,Minor injury to toes,N,11:00,Unknown,0,,Jul,US,,39.7837304,-100.445882
246,2016.07.15,2016,Unprovoked,USA,California,"Surfside, Orange County",Kite,M,61,"No injury, board damaged",N,17:00,"White shark, '",0,white shark,Jul,US,,39.7837304,-100.445882
247,2016.07.15,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,,Puncture wounds to foot,N,17:00,Unknown,0,,Jul,US,,39.7837304,-100.445882
248,2016.07.14,2016,Unprovoked,Bahamas,Unknown,Tiger Beach,Diving,M,,Face bruised when partly blind shark collided with him,N,17:00,"Lemon shark, ",0,lemon shark,Jul,BS,,24.7736546,-78.0000547
249,2016.07.08,2016,Unprovoked,Spain,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,17:00,Angel shark,0,angel shark,Jul,ES,EU,39.3260685,-4.8379791
250,2016.07.08,2016,Boat,USA,California,"Capitola, Santa Cruz County",Fishing,M,,"No injury. Hull bitten, tooth fragment recovered",N,17:00,White shark,0,white shark,Jul,US,,39.7837304,-100.445882
251,2016.07.07,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,10:00,dogfish shark,0,,Jul,US,,39.7837304,-100.445882
252,2016.07.07,2016,Boat,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing,M,,"No injury. Hull bitten, tooth fragment recovered",N,10:00,White shark,0,white shark,Jul,US,,39.7837304,-100.445882
