,Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
173,173,2017.02.24,2017,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,,"No injury, shark struck board",N,08:30,Unknown
174,174,2017.02.21,2017,Unprovoked,REUNION,Saint-Andre,,Surfing,M,26,Fatal,Y,09:30,Unknown
175,175,2017.02.17,2017,Unprovoked,AUSTRALIA,Queensland,Eva Rock,Spearfishing,M,26,Left leg severely bitten,N,10:20,Unknown
176,176,2017.02.11,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,22,Injury to hand,N,13:30,Unknown
177,177,2017.02.06,2017,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing,F,,"Minor injury to finger, PROVOKED INCIDENT",N,18:30,Lemon shark pup
178,178,2017.02.06,2017,Boat,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayaking,M,,"Shark damaged kayak, no injury to occupant",N,18:30,Tiger shark
179,179,2017.02.01,2017,Boat,USA,South Carolina,16 miles off Hilton Head,Tagging,Unknown,,"Shark bit boat, no injury to occupants",N,18:30,"White shark, female, '"
180,180,2017.02.01,2017,Unprovoked,BAHAMAS,Bimini,,Diving,M,37,Lacerations to upper right arm,N,18:30,Caribbean reef shark
181,181,2017.01.24,2017,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,21,Minor laceration to ring finger,N,13:20,Unknown
182,182,2017.01.22,2017,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Unknown,M,Teen,Puncture wounds to lower arm or hand,N,14:00,Unknown
183,183,2017.01.21,2017,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Diving,M,55,"Multiple injuries to arm, wrist and torso",N,12:00,"Bull shark,"
184,184,2017.01.13,2017,Unprovoked,AUSTRALIA,Queensland,Clairview,Swimming,M,57,Injury to hand,N,13:30,Unknown
185,185,2017.01.13,2017,Unprovoked,USA,Florida,Jensen Beach,Unknown,M,,Minor injury to hand,N,08:30,Unknown
186,186,2017.01.09,2017,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,M,48,Injury to right wrist & forearm,N,07:30,"Bull shark,"
187,187,2017.01.08,2017,Invalid,AUSTRALIA,Queensland,,Spearfishing,M,35,"No attack, shark made a threat display",Unknown,07:30,Bull shark
188,188,2017.01.05,2017,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,47,Minor injuries to foot,N,12:30,Unknown
189,189,2017.01.03,2017,Invalid,AUSTRALIA,New South Wales,Merimbula,Wading,M,20,Minor injuries to foot & toes,Unknown,18:00,Shark involvement not confirmed
190,190,2016.12.27,2016,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,N,17:00,Unknown
191,191,2016.12.24,2016,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,,Buttock bitten,N,08:30,small shark
192,192,2016.12.19,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surfing,M,55,"No injury, but ski severely damaged",N,07:00,"White shark,"
193,193,2016.12.14,2016,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free,M,61,Punctures to left foot/ankle,N,09:30,Unknown
194,194,2016.12.11,2016,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,Fishing,M,40s,Hand injured?,N,09:30,Unknown
195,195,2016.12.11,2016,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,Unknown,18:30,Shark involvement not confirmed
196,196,2016.12.06,2016,Provoked,AUSTRALIA,New South Wales,Merimbula,Surfing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,02:00,"Wobbegong shark, "
197,197,2016.12.01,2016,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,M,65,Injuries to foot & arm,N,09:00,White shark
198,198,2016.11.28,2016,Provoked,AUSTRALIA,Victoria,Queenscliff,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,11:00,"Broadnose sevengill shark,"
199,199,2016.11.14,2016,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Bathing,F,58,Injuries to right calf and thigh,N,10:30,Tiger shark
200,200,2016.10.30,2016,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,41,Lacerations to right foot and ankle,N,18:30,Unknown
201,201,2016.10.29,2016,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,42,Lacerations to right hand,N,18:30,Unknown
202,202,2016.10.24,2016,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,M,36,Lacerations to left thigh,N,07:30,Unknown
203,203,2016.10.21,2016,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,36,Left arm and leg injured,N,17:00,  shark
204,204,2016.10.15,2016,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,M,,Torso nipped,N,18:00,Unknown
205,205,2016.10.14,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,Injuries to left calf,N,09:50,Unknown
206,206,2016.10.13,2016,Invalid,MEXICO,Unknown,Guadalupe Island,Cage,M,,"Shark breached cage, no injury to diver",Unknown,09:50,White shark
207,207,2016.10.12,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,25,Minor wound to lower right leg & surfboard bitten,N,10:30,Unknown
208,208,2016.10.10,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,Wounds to upper thigh and lower leg,N,16:00,Unknown
209,209,2016.10.02,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cuts to dorsal surface of left foot,N,11:30,Unknown
210,210,2016.10.01,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfingng,M,32,Minor injuries,N,17:30,Unknown
211,211,2016.09.26,2016,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,17,4 deep lacerations to thigh,N,9:00,"White shark,"
212,212,2016.09.18,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Minor injury to thigh,N,13:00,Unknown
213,213,2016.09.18,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,36,Lacerations to hands,N,11:00,Unknown
214,214,2016.09.18,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43,Lacerations to lower leg,N,10:43,Unknown
215,215,2016.09.17,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,"No injury, board bitten",N,After noon,Unknown
216,216,2016.09.17,2016,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,M,,Struck by fin on chest & leg,N,After noon,Unknown
217,217,2016.09.15,2016,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,M,,No injury: Knocked off board by shark,N,After noon,shark
218,218,2016.09.15,2016,Boat,AUSTRALIA,Western Australia,Bunbury,Fishing,Unknown,,Shark rammed boat. No injury to occupant,N,After noon,Unknown
219,219,2016.09.11,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,60s,Minor injury to arm,N,15:15, shark
220,220,2016.09.07,2016,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,F,51,Severe lacerations to shoulder & forearm,N,14:30,"Tiger shark, '"
221,221,2016.09.06,2016,Unprovoked,NEW CALEDONIA,North Province,Koumac,Kite,M,50,FATAL,Y,15:40,Unknown
222,222,2016.09.05,2016,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie,F,12,Lacerations & punctures to lower right leg,N,19:30,Unknown
223,223,2016.09.05,2016,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,M,,"No inury, board broken in half by shark",N,19:30,Unknown
224,224,2016.09.04,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,9,Foot bitten,N,19:30,Unknown
225,225,2016.09.01,2016,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,22,Two toes broken & lacerated,N,19:30,"White shark,  '"
226,226,2016.09.00,2016,Invalid,MEXICO,Unknown,Guadalupe Island,Cage,Unknown,,"No injury to divers, white shark breached cage",Unknown,19:30,Invalid
227,227,2016.08.29,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,25,Lacerations to right foot,N,15:00,"Bull shark, "
228,228,2016.08.29,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,Minor injury to ankle,N,14:00,Unknown
229,229,2016.08.27,2016,Unprovoked,REUNION,Unknown,Boucan Canot,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,17:00,"Bull shark,"
230,230,2016.08.25,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,Minor injury to ankle,N,16:00,Unknown
231,231,2016.08.07,2016,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,M,15,Lacerations to left leg,N,16:00,Unknown
232,232,2016.08.06,2016,Unprovoked,USA,Hawaii,Maui,SUP,M,21,"No inury, shark & board collided",N,16:30,"Tiger shark, "
233,233,2016.08.04,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Big toe bitten,N,16:30,Blacktip shark
234,234,2016.07.29,2016,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40,Lacerations to right hand,N,11:30,Blue shark
235,235,2016.07.28,2016,Unprovoked,CHINA,Hong Kong,,Swimming,M,72,Lacerations to leg,N,11:30,Unknown
236,236,2016.07.28,2016,Boat,AUSTRALIA,Western Australia,Near Albany,Kayaking,M,,"No injury, shark nudged kayak repeatedly",N,11:30,White shark
237,237,2016.07.27,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,N,11:30,"Nurse shark, "
238,238,2016.07.26,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,12:00,Unknown
239,239,2016.07.24,2016,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,29,Lacerations to left leg,N,19:05,Unknown
240,240,2016.07.23,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,36,Calf bumped but no injury,N,19:05,Unknown
241,241,2016.07.23,2016,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,M,,Lacerations to face and right leg,N,19:05,"Bull shark, "
242,242,2016.07.20,2016,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,After noon,"reef shark, "
243,243,2016.07.17,2016,Boat,USA,Alabama,8 miles off Mobile,Fishing,Unknown,,"No injury, shark bit trolling motor",N,After noon,"Tiger shark, "
244,244,2016.07.16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,9,Minor injury to leg,N,1300,Unknown
245,245,2016.07.16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,F,11,Minor injury to toes,N,11:00,Unknown
246,246,2016.07.15,2016,Unprovoked,USA,California,"Surfside, Orange County",Kite,M,61,"No injury, board damaged",N,17:00,"White shark, '"
247,247,2016.07.15,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,,Puncture wounds to foot,N,17:00,Unknown
248,248,2016.07.14,2016,Unprovoked,BAHAMAS,Unknown,Tiger Beach,Diving,M,,Face bruised when partly blind shark collided with him,N,17:00,"Lemon shark, "
249,249,2016.07.08,2016,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,17:00,Angel shark
250,250,2016.07.08,2016,Boat,USA,California,"Capitola, Santa Cruz County",Fishing,M,,"No injury. Hull bitten, tooth fragment recovered",N,17:00,White shark
251,251,2016.07.07,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,10:00,dogfish shark
252,252,2016.07.07,2016,Boat,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing,M,,"No injury. Hull bitten, tooth fragment recovered",N,10:00,White shark
253,253,2016.07.06,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",N,14:30  15:30,Unknown
254,254,2016.07.04,2016,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,22:00,Tawny nurse shark
255,255,2016.06.27,2016,Unprovoked,USA,South Carolina,Sullivan's Island,Unknown,M,35,Minor injury,N,16:20, shark
256,256,2016.06.25,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,Foot injured,N,14:34,Unknown
257,257,2016.06.24,2016,Unprovoked,COLUMBIA,Isla Provedencia,,Diving,M,59,Severe bite to right hand,N,11:00,"Caribbean reef shark, "
258,258,2016.06.23,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,M,43,Injuries to left leg & right hand,N,11:00,White shark
259,259,2016.06.21,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Bathing,M,42,Lacerations and punctures to foot,N,15:25, shark
260,260,2016.06.21,2016,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,,Injuries to right calf,N,14:55,Unknown
261,261,2016.06.15,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,,Single puncture wound to arm,N,06:00, shark
262,262,2016.06.15,2016,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,06:00, shark
263,263,2016.06.14,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Bathing,F,6,Injury to lower leg,N,17:30, shark
264,264,2016.06.11,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,Laceration to wrist,N,15:00, shark
265,265,2016.06.07,2016,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,27,"No injury, board damaged",Unknown,11:30,Said involve an  shark bure likely damage caused by debris
266,266,2016.06.05,2016,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,64,Leg bitten,N,08:30,Unknown
267,267,2016.06.05,2016,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,60,FATAL,Y,11:30, shark
268,268,2016.06.04,2016,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,23,"Leg severely bitten, surgically amputated",N,08:30,Mako shark
269,269,2016.06.02,2016,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,M,,"No injury, but sharks repeatedly hit their fins and guns",Unknown,08:30,Bronze whaler sharks x 3
270,270,2016.06.02,2016,Unprovoked,NEW CALEDONIA,Unknown," Côte-Blanche, Nouméa ",Kite,M,,Laceration to heel,N,18:30,shark
271,271,2016.05.31,2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,M,29,FATAL,Y,16:00,White shark
272,272,2016.05.29,2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,52,Injuries to arm and shoulder,N,16:00,Unknown
273,273,2016.05.29,2016,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,13,Injury to posterior right leg,N,15:45, shark
274,274,2016.05.22,2016,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,57,Puncture wounds to thigh,N,12:00,Unknown
275,275,2016.05.21,2016,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,F,22,Lacerations and puncture wounds to foot and ankle,N,18:00,"Bull shark,  "
276,276,2016.05.21,2016,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,11,"Back, arm & hand injured",N,17:46,Unknown
277,277,2016.05.18,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,M,48,Ankle bitten,N,08:30 ,"Blacktip shark, "
278,278,2016.05.15,2016,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing,F,23,Arm grabbed PROVOKED INCIDENT,N,13:20,"Nurse shark, "
279,279,2016.05.03,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Bathing,M,59,Minor lacerations to right shoulder,N,15:49,Unknown
280,280,2016.05.02,2016,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,M,39,Foot bitten by landed shark PROVOKED INCIDENT,N,18:30,"Mako shark, "
281,281,2016.04.25,2016,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,24,Elbow bitten,N,07:00,"Bull shark, "
282,282,2016.04.23,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to left foot,N,17:30,Unknown
283,283,2016.04.22,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surfing,M,,"No injury, surf-ski bitten",N,08:00,White shark
284,284,2016.04.19,2016,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,M,12,Minor puncture wound to foot,N,12:00,Wobbegong shark
285,285,2016.04.18,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,22,Laceration to knee by speared shark PROVOKED INCIDENT,N,08:30,"Grey reef shark,"
286,286,2016.04.18,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,08:30,"Grey reef shark,"
287,287,2016.04.13,2016,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,M,26,Multiple bites to right arm,N,08:30,"Bull shark, "
288,288,2016.04.09,2016,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,F,69,FATAL,Y,10:45,"Tiger shark,"
289,289,2016.04.08,2016,Invalid,CAPE VERDE,Boa Vista Island,,Unknown,M,60,"""Serious""",Unknown,10:45,Shark involvement not confirmed
290,290,2016.04.07,2016,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,M,34,Left hand bitten,N,10:45, shark
291,291,2016.04.07,2016,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",SUP,M,,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,Unknown,10:45,Unknown
292,292,2016.03.31,2016,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,46,Minor injury to left foot,N,11:00,Unknown
293,293,2016.03.30,2016,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,M,22,Severe injury to thigh,N,19:00,Unknown
294,294,2016.03.28,2016,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",Unknown,M,Teen,Minor injury to arm. Possibly caused by smalll nurse shark,Unknown,19:00,Shark involvement not confirmed
295,295,2016.03.28,2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,M,41,"No injury, board dented",N,11:00,Unknown
296,296,2016.03.26,2016,Provoked,BAHAMAS,Unknown,,Unknown,M,9,Minor injury to chest PROVOKED INCIDENT,N,11:00,"Nurse shark, ft"
297,297,2016.03.13,2016,Invalid,USA,California,"Bolsa Chica State Park, Orange County",Surfing,Unknown,,Board reportedly bumped by shark. No injury,Unknown,08:30,Shark involvement not confirmed
298,298,2016.03.11,2016,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Surfing,M,19,Lacerations to right foot and ankle,N,13:30,Unknown
299,299,2016.03.10,2016,Unprovoked,FIJI,Vanua Levu,,Diving,M,45,FATAL,Y,18:30,Unknown
300,300,2016.03.04,2016,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Unknown,M,12,Superficial injury to foot,N,18:30,Unknown
301,301,2016.03.03,2016,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,Fishing,M,,Puncture wounds to right calf,N,00:00,Bronze whaler
302,302,2016.03.02,2016,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,M,41,Minor injury to head,N,00:00,Sandtiger shark
303,303,2016.02.22,2016,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite,M,21,Puncture wounds to right thigh,N,19:00,Unknown
304,304,2016.02.19,2016,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,M,31,Forearm bitten,N,16:00,Unknown
305,305,2016.02.12,2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,F,,Avulsion injury to lower leg,N,15:00,Unknown
306,306,2016.02.10,2016,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding?,M,65,Minor injury to wrist from Southern stingray,Unknown,15:00,No shark involvement
307,307,2016.02.10,2016,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,M,,"No injury, knocked off board",Unknown,12:30,No shark involvement
308,308,2016.02.05,2016,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,F,45,Foot nipped,N,13:20,Unknown
309,309,2016.02.04,2016,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Surfing,M,40,"No injury, shark bit board",N,19:30,Unknown
310,310,2016.02.02,2016,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,M,41,Lacerations to scalp,N,19:30,Sandtiger shark
311,311,2016.01.29,2016,Boat,SOUTH AFRICA,KwaZulu-Natal,,Kayaking,M,,"No injury, shark capsized kayak",N,19:30,Unknown
312,312,2016.01.28,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,,Lacerations to both hands,N,14:00,"Reef shark, "
313,313,2016.01.25,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,F,15,No injury,N,11:30,Unknown
314,314,2016.01.24,2016,Unprovoked,USA,Texas,Off Surfside,Spearfishing,M,,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,09:30  10:00,Bull sharks x 2
315,315,2016.01.24,2016,Boat,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,M,,"No injury to occupants, shark leapt into boat",N,09:30  10:00,Mako shark
