,Date,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,activity,shark_species
164,1959-08-10,Unprovoked,USA,Georgia,"Savannah Beach, Savannah, Chatham County",Standing,F,15,4 cut on left foot,N,,Unknown,bathing,
165,1958-04-03,Unprovoked,South Africa,KwaZulu-Natal,Port Edward,Swimming with goggles,M,29,"FATAL, arm severed above elbow, abdomen & leg bitten",Y,,  shark,swimming,
166,1956-10-20,Unprovoked,Papua New Guinea,Central Province,Kapakapa,"Spearfishing, holding 5' speared fish",M,Unknown,"Left forearm & hand bitten, surgically amputated",N,Unknown:00,  shark,fishing,
167,1955-08-08,Unprovoked,American Samoa,Tutuila Island,Pago Pago Bay,Swimming,M,28,"FATAL, abdomen bitten",Y,,Blue shark,swimming,blue shark
168,1954-11-20,Unprovoked,USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),Spearfishing,M,Unknown,Shoulder bitten,N,,"Blacktip reef shark,  ",fishing,blacktip reef shark
169,1954-09-15,Unprovoked,Hong Kong,Unknown,Junk Bay,Swimming,M,20,"FATAL, leg severely bitten",Y,Unknown:00,Unknown,swimming,
170,1953-08-01,Invalid,Mexico,Guerrero,Acapulco,Free diving,M,19,No injury,Unknown,,Invalid,diving,
171,1952-10-12,Unprovoked,Papua New Guinea,"Abau Sub District, Central Province",Lalaura Village,Fishing,M,Unknown,Right thigh bitten,N,,Unknown,fishing,
172,1951-12-16,Provoked,Australia,New South Wales,North Bondi,Spearfishing,M,18,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,N,Unknown:00,"Wobbegong shark,  ",fishing,wobbegong shark
173,1951-08-17,Unprovoked,Greece,Corfu Island,Off Royal Residence,Swimming,F,16,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Y,,White shark,swimming,white shark
174,1951-01-21,Unprovoked,South Africa,KwaZulu-Natal,"Native Beach, Durban",Swimming,M,19,"FATAL, right thigh bitten, leg severed at knee",Y,,Unknown,swimming,
175,1950-12-19,Unprovoked,Australia,New South Wales,Jervis Bay,Swimming,Unknown,Unknown,Legs nipped,N,Unknown:00,"Wobbegong shark, '",swimming,wobbegong shark
176,1949-01-01,Unprovoked,Papua New Guinea,Calvados Archipelago,"Sabara Island, Calvados Chain 11.4S, 153E",Unknown,Unknown,Unknown,FATAL,Y,,Unknown,other,
177,1949-01-01,Unprovoked,Papua New Guinea,Bougainville (North Solomons),"Orava (Aravo) Islet , near Kieta.",Spearfishing,M,18,"FATAL, Nearly bitten in two through loin.",Y,,Unknown,fishing,
178,1946-07-18,Unprovoked,Iran,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",Swimming,M,12,"Left Achilles tendon severed, calf muscles severely lacerated",N,Unknown:00,Possibly C. leucas,swimming,
179,1944-08-20,Unprovoked,South Africa,KwaZulu-Natal,Margate,Swimming,M,19,"FATAL, body not recovered",Y,,Unknown,swimming,
180,1944-01-14,Unprovoked,Australia,New South Wales,"First Beach, Forster",Surfing,M,14,"Both legs bitten, one surgically amputated",N,,Unknown,surfing,
181,1943-08-01,Sea Disaster,Italy,40 miles south of Naples,Tyrrhenian Sea,Flying Fortress bomber aircraft went down after daytime raid on Naples. He was swimming on the surface,M,Unknown,"Bitten on arms, hands & feet while awaiting rescue",N,Unknown:00,Unknown,swimming,
182,1943-03-02,Sea Disaster,Brazil,Unknown,Near the Abrolhos Archipelago,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,Unknown,Unknown,"33 crew & 92 passengers were lost, it was thought that some were killed by sharks  FATAL",Y,,Unknown,other,
183,1942-07-12,Sea Disaster,Atlantic Ocean,Unknown,Unknown,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942.,M,32,FATAL Arm bitten,Y,,Unknown,other,
184,1938-08-18,Provoked,USA,California,"Near Encino, Los Angeles County",Fishing,M,Unknown,Lacerations to hand by hooked shark PROVOKED INCIDENT,N,Unknown:00,Unknown,fishing,
185,1938-07-17,Provoked,USA,California,"Dana Point, Orange County","Fishing, removing gaff from shark's mouth",M,27,Leg bitten by gaffed shark PROVOKED INCIDENT,N,,Unknown,fishing,
186,1937-11-06,Sea Disaster,Solomon,Unknown,Unknown,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,Unknown,FATAL,Y,,Unknown,kayaking/canoeing,
187,1937-03-26,Invalid,Australia,New South Wales,South Cronulla,Bathing,M,16,His body was recovered 2 days later but shark involvement prior to death was not confirmed,Unknown,Unknown:00,Shark involvement prior  death was not confirmed,bathing,
188,1936-08-11,Provoked,Canada,Newfoundland,Georges Bank,Fishing for cod,Unknown,Unknown,"No injury to occupants, hooked shark leapt onboard boat PROVOKED INCIDENT",N,,"Shovelnose shark,  ",fishing,
189,1936-01-22,Unprovoked,Australia,South Australia,"West Beach, near Adelaide","Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,FATAL,Y,,White shark,swimming,white shark
190,1936-01-05,Invalid,Australia,Queensland,"Main Beach, Southport",Surfing,M,17,Disappeared & his torn clothing washed ashore,Unknown,Unknown:00,Shark involvement prior  death was not confirmed,surfing,
191,1934-04-01,Unprovoked,South Africa,KwaZulu-Natal,"Danger Pool, Winkelspruit",Swimming,M,12,Right thigh lacerated,N,,Unknown,swimming,
192,1933-02-15,Unprovoked,Australia,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",Diving for trochus  from dinghy when seized by shark 6' below the surface,M,Unknown,"Injuries to arm, shoulder & chest, took 2 days to reach hospital",N,,  shark,diving,
193,1931-01-01,Unprovoked,Papua New Guinea,Unknown,Unknown,Unknown,Unknown,Unknown,No details,Unknown,Unknown:00,Unknown,other,
194,1930-01-01,Unprovoked,South Africa,Eastern Cape Province,"North End Beach, Port Elizabeth",Swimming,M,Unknown,FATAL,Y,,Unknown,swimming,
195,1929-02-18,Unprovoked,Australia,New South Wales,Maroubra Bay,Body surfing,M,20,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,,Unknown,surfing,
196,1927-10-25,Sea Disaster,Brazil,Porto Seguro,90 miles off Albrohos Island,Italian liner Principessa Mafalda sank,Unknown,Unknown,"Of 1256 on board, 295 perished, some were taken by sharks",Y,12:00:00,Unknown,other,
197,1926-10-29,Unprovoked,Papua New Guinea,Central Province,Roku Point,Jumped into the water,M,Unknown,"FATAL, abdomen bitten",Y,,Unknown,other,
198,1926-01-01,Provoked,New Zealand,Cook Islands,Rarotonga,Shark hoisted on board liner Tahiti,M,Unknown,"Struck on head by sharkâ€™s tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",N,,Unknown,other,
199,1920-07-06,Unprovoked,Australia,Torres Strait,200 miles from MacKay,Diving for trochus shell,M,Unknown,Severe lacerations to right shoulder & arm,N,Unknown:00,Unknown,diving,
200,1920-01-01,Unprovoked,South Africa,KwaZulu-Natal,Tugela River,Splashing,M,12,Thigh & buttocks bitten. Not known if he survived.,N,,Unknown,bathing,
201,1919-01-15,Unprovoked,New Zealand,South Island,"Tahuna Beach, Nelson",Swimming,F,Unknown,Leg bitten,N,,Unknown,swimming,
202,1918-09-19,Unprovoked,Australia,Queensland,Townsville,Bathing,M,22,FATAL,Y,Unknown:00,Unknown,bathing,
203,1917-07-18,Unprovoked,USA,Florida,Florida Keys,Diving,M,Unknown,FATAL,Y,,Unknown,diving,
204,1914-09-05,Unprovoked,USA,Louisiana,Lake Pontchartrain,Swimming,M,17,FATAL,Y,,Unknown,swimming,
205,1914-06-10,Unprovoked,Australia,Victoria,Sandringham,Bathing,M,43,FATAL,Y,Unknown:00,Unknown,bathing,
206,1912-07-06,Unprovoked,Solomon,Central Province,Savo,Bathing,M,Unknown,FATAL,Y,,Unknown,bathing,
207,1911-09-20,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,M,Unknown,FATAL,Y,,Unknown,swimming,
208,1908-07-18,Invalid,Spain,Canary Islands,"Tazacorte, La Palma",Unknown,Unknown,Unknown,Human remains recovered but shark involvement prior to death unconfirmed,Unknown,Unknown:00,Questionable,other,
209,1908-05-13,Sea Disaster,Indonesia,Java,Jakarta Harbor,native boats sunk in storm,F,Unknown,FATAL,Y,,Unknown,other,
210,1905-01-01,Watercraft,USA,North Carolina,"Cape Lookout, Carteret County",Harpooning turtles,Unknown,Unknown,"No injury, shark bumped skiff",N,,shark,other,
211,1904-07-28,Unprovoked,USA,New Jersey,"Shrewsbury River,  Monmouth County",Sailing,M,Unknown,No injury,N,Unknown:00,Unknown,other,
212,1904-01-01,Invalid,USA,Unknown,Unknown,Diving on a wreck,M,Unknown,Leg bitten,Unknown,,Questionable,diving,
213,2022-07-25,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,M,33,Minor bite to left  foot,N,,Blacktip shark?,other,blacktip shark
214,2022-07-03,Unprovoked,USA,New York,"Smith Point Beach, Suffolk County",Lifeguard Exercises,M,Unknown,Injuries to chest and right hand,N,10:15:00,'shark,other,
215,2022-03-31,Provoked,USA,Florida,"Lake Worth Beach, Palm Beach County",Fishing,M,50s,Knee bitten                    PROVOKED INCIDENT,N,,Unknown,fishing,
216,2022-01-09,Unprovoked,New Zealand,South Island,"Friendly Bay, Oamaru",Swimming,F,13,Puncture wounds,N,,Sevengill shark,swimming,
217,2021-10-03,Unprovoked,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,M,38,Injury to posterior left thigh,N,09:00:00,Unknown,surfing,
218,2021-07-14,Unprovoked,South Africa,Eastern Cape Province,Jeffrey's Bay,Surfing,M,38,Injuries to leg and torso,N,,Unknown,surfing,
219,2021-05-25,Provoked,New Caledonia,Nouville,CHS Beach,Spearfishing,M,Unknown,Presumed fatal  PROVOKED INCIDENT,Y,,Unknown,fishing,
220,2021-05-01,Unprovoked,Jamaica,Westmoreland Parish,"Little Bay, Little London",Spearfishing,M,53,FATAL,Y,08:00:00,Unknown,fishing,
221,2021-04-20,Unprovoked,USA,Hawaii,Kukio Bay,Swimming,F,57,Puncture wound to knee,N,,Tiger shark,swimming,tiger shark
222,2021-04-13,Unprovoked,South Africa,Eastern Cape Province,Chintsa,Body boarding,M,38,FATAL,Y,,White shark,body boarding,white shark
223,2021-01-21,Unprovoked,Australia,South Australia,Port MacDonnell,Snorkeling,M,32,FATAL,Y,17:00:00,White shark,snorkelling,white shark
224,2020-10-04,Unprovoked,Australia,Western Australia,"Toms Surf break, Hamersley Pool, North Beach, Perth",Surfing,M,17,"No injury, knocked off board when shark grabbed his leg rope",N,,Bronze whaler .m,surfing,bronze whaler
225,2020-07-13,Unprovoked,Australia,Queensland,Fitzroy Island,Snorkeling,F,29,Injury to lower left leg and ankle,N,, shark,snorkelling,
226,2020-04-06,Unprovoked,Australia,Queensland,North West Island,Swimming,M,23,FATAL,Y,17:30:00,Unknown,swimming,
227,2020-02-05,Unprovoked,USA,Maui,Wailea,Stand-Up Paddle boarding,M,Unknown,"No injury, but paddleboard bitten",N,,Tiger shark,paddle surfing,tiger shark
228,2019-07-18,Unconfirmed,USA,Florida,"Haulover Inlet, Miami-Dade County",Diving,Unknown,Unknown,Unknown / Unconfirmed,Unknown,,Unknown,diving,
229,2019-07-12,Unprovoked,USA,Florida,"Amelia Island, Nassau County",Boogie boarding,F,16,Foot bitten,N,07:30:00,Unknown,boogie boarding,
230,2019-05-29,Unprovoked,New Caledonia,BÃ©lep Islands,Cook Reef,Fishing,M,43,FATAL,Y,,Unknown,fishing,
231,2019-05-14,Unprovoked,Australia,Queensland,Yandaran Beach,Body Surfing,M,53,Laceration to right ankle,N,,Unknown,surfing,
232,2018-08-28,Unprovoked,Bahamas,Unknown,Unknown,Diving,M,Unknown,Right foream bitten,N,Unknown:00,Lemon shark,diving,lemon shark
233,2018-03-09,Unprovoked,Australia,Victoria,Winkipop,Surfing,M,18,"Minor injury, ankle grazed",N,, shark,surfing,
234,2017-11-18,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,F,14,Heel bitten,N,,Unknown,surfing,
235,2017-11-13,Unprovoked,Australia,New South Wales,Avoca Beach,Surfing,M,25,Puncture wounds to left shoulder,N,16:00:00, shark,surfing,
236,2017-10-18,Unprovoked,USA,Florida,"Lantana Beach, Palm Beach County",Swimming,M,Unknown,Puncture wounds & lacerations to foot,N,,"Spinner shark,    feet",swimming,spinner shark
237,2017-04-17,Unprovoked,Australia,Western Australia,Kelpies near Wylie Bay,Surfing,F,17,FATAL,Y,,White shark,surfing,white shark
238,2017-01-21,Unprovoked,Australia,Queensland,"Boot Reef, Torres Strait",Scuba Diving,M,55,"Multiple injuries to arm, wrist and torso",N,12:00:00,"Bull shark,  m",diving,bull shark
239,2016-11-14,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,F,58,Injuries to right calf and thigh,N,,Tiger shark,bathing,tiger shark
240,2016-09-06,Unprovoked,New Caledonia,North Province,Koumac,Kite surfing,M,50,FATAL,Y,,Unknown,kite surfing,
241,2016-09-05,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,12,Lacerations & punctures to lower right leg,N,Unknown:00,Unknown,boogie boarding,
242,2016-05-18,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,M,48,Ankle bitten,N,,"Blacktip shark, '",swimming,blacktip shark
243,2016-02-05,Unprovoked,Australia,Queensland,Stradbroke Island,Walking,F,45,Foot nipped,N,,Unknown,other,
244,2015-12-22,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,M,71,"No injury, shark bit board",N,Unknown:00,shark,paddle surfing,
245,2015-12-13,Watercraft,Australia,New South Wales,Lake Macquarie,Fishing,Unknown,Unknown,"No injury, shark rammed boat & bit motor",N,,"White shark, ",fishing,white shark
246,2015-11-03,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,M,54,Laceration to right ankle,N,,Unknown,swimming,
247,2015-10-09,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,M,25,"Left leg severed below the knee, defense injuries to left hand",N,10:25:00,"Tiger shark, '",surfing,tiger shark
248,2015-09-18,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",Swimming,M,Unknown,Lacerations to calf,N,,Unknown,swimming,
249,2015-09-17,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,Injury to right foot,N,,Unknown,surfing,
250,2015-09-03,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Unknown,M,Unknown,Right foot bitten,N,16:00:00,shark?,other,
251,2015-07-31,Unprovoked,Australia,New South Wales,Evans Head,Surfing,M,52,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,,White shark,surfing,white shark
252,2014-03-18,Unprovoked,Australia,Victoria,Winkipop Beach,Surfing,M,42,Shark leapt onto surfboard; surfer uninjured,N,,Unknown,surfing,
253,2013-02-21,Unprovoked,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,Unknown,Unknown,Lacerations to right leg,N,18:00:00,reef shark?,surfing,
254,2012-10-11,Unprovoked,Nigeria,Delta,Oboro,Bathing,F,38,Laceration to right leg,N,,Unknown,bathing,
255,2012-07-31,Unprovoked,USA,California,"Topanga Beach, Los Angeles County",Surfing,M,17,"No injury, surfer knocked off board when shark struck surfboard",N,,Unknown,surfing,
256,2012-07-08,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Swimming,F,43,Lacerations to right ankle and calf,N,17:30:00,Unknown,swimming,
257,2012-07-07,Watercraft,USA,California,"Pleasure Point, Santa Cruz County",Kayaking,M,52,"No injury, kayak bitten",N,, 'shark,kayaking/canoeing,
258,2012-06-20,Unprovoked,Australia,Western Australia,"Mullaloo Beach, Perth",Surf skiing,M,62,"No injury, ski severely damaged",N,, shark,surfing,
259,2011-08-24,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Unknown,M,10,Heel bitten,N,15:30:00,Unknown,other,
260,2011-06-28,Unprovoked,South Africa,KwaZulu-Natal,Aliwal Shoal,Scuba diving,M,22,Severe lacerations to hands and  left leg,N,,"Bull shark, female",diving,bull shark
261,2011-06-06,Unprovoked,USA,California,"La Jolla, San Diego County",Spearfishing,M,28,"No injury, minor damage to wetsuit",N,,"Sevengill shark,  '",fishing,
262,2010-07-02,Unprovoked,USA,California,"Pismo Beach, San Luis  Obispo County",Surfing,M,19,Laceration to left foot,N,Unknown:00,shark,surfing,
263,2010-06-27,Unprovoked,USA,Texas,"Eight Mile Beach, Galveston",Surfing,M,20,Lacerations to right foot,N,,"Bull shark, '",surfing,bull shark
264,2010-05-18,Unprovoked,Vietnam,Binh Dinh Province,Quy Nhon,Swimming,F,60,Severe lacerations to left foot,N,,  shark,swimming,
265,2010-04-28,Provoked,USA,Florida,Hanalei Bay,Measuring sharks,M,29,Arm bitten PROVOKED INCIDENT,N,Unknown:00,"Lemon shark, '",other,lemon shark
266,2010-01-12,Unprovoked,South Africa,Western Province,Fish Hoek,Standing,M,37,FATAL,Y,,White shark,bathing,white shark
267,2009-04-25,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,Unknown,No injury,N,,Unknown,surfing,
268,2009-04-12,Unprovoked,Australia,New South Wales,Fingal Bay,Surf skiing,M,40,"No injury, catapulted into the water & ski damage",N,08:00:00, shark,surfing,
269,2008-12-20,Watercraft,USA,California,"Dillon Beach, Marin County",Kayaking,M,Unknown,"No injury, shark struck paddle",N,,White shark,kayaking/canoeing,white shark
270,2008-09-01,Unprovoked,USA,Florida,Hutchinson Island,Surfing,M,Unknown,Right hand bitten,N,,Unknown,surfing,
271,2008-08-20,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,M,47,3 lacerations to forearm,N,14:45:00,Unknown,swimming,
272,2008-06-21,Watercraft,USA,California,"West Cove, Catalina Island",Kayaking,F,40,"No injury. Shark bumped kayak, flinging her into the  water.",N,,"White shark, '",kayaking/canoeing,white shark
273,2008-02-21,Unprovoked,French Polynesia,Society Islands,Tahiti,Spearfishing,M,26,Lacerations to face,N,,Unknown,fishing,
274,2007-12-19,Invalid,British Virgin,Green Bay,Unknown,Scuba diving,M,53,Shark bites were post-mortem,Unknown,Unknown:00,Invalid,diving,
275,2007-09-03,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Swimming,M,58,3 laceration to left forearm,N,,Possibly spinner shark,swimming,spinner shark
276,2007-08-12,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,15,"Minor injury, small lacerations to right foot",N,,Unknown,swimming,
277,2006-10-05,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,M,18,Lacerations to foot,N,12:00:00, .shark,bathing,
278,2006-08-22,Invalid,Brazil,Pernambuco,Pina,Unknown,M,17,Shark bites may have been post mortem,Unknown,,Shark involvement prior  death was not confirmed,other,
279,2006-08-22,Unprovoked,Reunion,Unknown,Le Port,Spearfishing,M,Unknown,Thigh bitten,N,,"Bull shark, .m",fishing,bull shark
280,2006-06-27,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,F,9,Right calf bitten,N,11:10:00,Unknown,body boarding,
281,2005-10-22,Unprovoked,South Africa,Western Cape Province,Uilenkraalsmond (near Gansbaai),Standing / Surfing,M,20,Right foot bitten,N,, shark,bathing,
282,2004-08-20,Unprovoked,USA,California,"204s, San Clemente, Orange County",Surfing,M,Unknown,Foot bitten,N,,    white shark,surfing,white shark
283,2004-06-14,Unprovoked,USA,Florida,"Disney / Vero Beach, Indian River County",In water with diving seabirds,F,Unknown,Foot bitten,N,Unknown:00,Unknown,diving,
284,2004-05-28,Unprovoked,USA,California,"Salmon Creek, Sonoma County",Surfing,M,44,No injury,N,,    shark,surfing,
